"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"9611","581","First Nations","50.143432617","-120.282897949","548","2005","99.975","319.136781041195"
"9612","102","First Nations","50.423034668","-121.317993164","306","2005","99.975","322.135914728115"
"9613","474","First Nations","49.477399319","-123.745054627","75","2005","99.975","315.667339793961"
"9614","197","First Nations","51.113037109","-122.018066406","35","2005","99.975","320.236749137801"
"9615","563","First Nations","50.885","-121.838055556","421","2005","99.975","322.940195162092"
"9616","29","First Nations","52.92352","-82.423773","316","2005","91.1345238095238","312.336801849212"
"9617","554","First Nations","49.178039551","-125.911071777","13","2005","99.975","313.425280981681"
"9618","437","First Nations","45.683837891","-60.76739502","473","2005","95.3988095238095","323.520930769763"
"9619","324","First Nations","45.483481924","-74.130431116","217","2005","95.8916666666667","323.702317510942"
"9620","199","First Nations","49.951938","-125.243754","390","2005","99.975","245.317078866261"
"9621","537","First Nations","57.909423828","-131.163574219","147","2005","99.975","250.855705295909"
"9622","246","First Nations","49.23040509","-122.805099874","517","2005","99.975","355.738892428921"
"9623","245","First Nations","50.588662375","-126.929522977","284","2005","99.975","237.220415033224"
"9624","497","First Nations","49.941944444","-122.408888889","359","2005","99.975","302.260228383623"
"9625","179","First Nations","55.308055556","-127.683055556","354","2005","99.975","266.311053217691"
"9626","340","First Nations","49.684204102","-126.120605469","434","2005","99.975","341.854888718498"
"9627","326","First Nations","50.132385254","-61.801574707","16","2005","95.3988095238095","274.855235320408"
"9628","514","First Nations","49.661193848","-121.413879395","256","2005","99.975","318.294437966735"
"9629","295","First Nations","50.594238281","-126.682312012","356","2005","99.975","295.990654853445"
"9630","583","First Nations","67.576388889","-139.823888889","413","2005","89.2805555555556","248.173655040867"
"9631","148","First Nations","51.788635254","-122.229675293","546","2005","99.975","268.592649230538"
"9632","384","First Nations","52.376220703","-126.730407715","118","2005","99.975","237.491971878972"
"9633","2","First Nations","52.574035645","-122.484985352","163","2005","99.975","241.084690524463"
"9634","186","First Nations","67.44519043","-133.736572266","382","2005","89.2805555555556","305.854744337703"
"9635","214","First Nations","50.089233398","-127.305297852","412","2005","99.975","331.133416132616"
"9636","69","First Nations","54.238155509","-125.768232123","68","2005","99.975","247.591909740855"
"9637","471","First Nations","58.7169444","-98.488888","507","2005","91.8797619047619","256.053877068337"
"9638","575","First Nations","49.023803711","-125.040405273","184","2005","99.975","242.102018941782"
"9639","365","First Nations","49.212777778","-122.917222222","46","2005","99.975","329.880215413885"
"9640","32","First Nations","56.550322","-61.687865","1188","2006","101.84880952381","340.179151430187"
"9641","16","First Nations","55.457954","-60.211485","556","2006","107.005555555556","320.47989154711"
"9642","43","First Nations","54.179159","-58.429221","306","2006","107.005555555556","333.613448195414"
"9643","36","First Nations","54.908564","-59.770497","206","2006","107.005555555556","329.762257699869"
"9644","31","First Nations","55.09036","-59.176172","561","2006","107.005555555556","326.712244683118"
"9645","18","First Nations","58.455121","-78.105103","1597","2006","95.4678571428571","323.892959705514"
"9646","21","First Nations","62.416667","-77.916667","370","2006","96.1261904761905","324.671944411329"
"9647","1","First Nations","68.220102","-134.998551","633","2006","94.3319444444444","319.599504162231"
"9648","34","First Nations","69.348467","-124.07021","313","2006","94.3319444444444","321.12585582887"
"9649","44","First Nations","71.985123","-125.246483","112","2006","94.3319444444444","319.034417520942"
"9650","20","First Nations","63.746693","-68.516967","6699","2006","101.84880952381","339.912962763105"
"9651","3","First Nations","73.037575","-85.148031","823","2006","94.3319444444444","323.648695208845"
"9652","6","First Nations","64.317604","-96.022001","1872","2006","94.3319444444444","325.841109755946"
"9653","8","First Nations","69.108056","-105.138333","1608","2006","94.3319444444444","318.014356334141"
"9654","9","First Nations","64.233304","-76.540568","1363","2006","96.1261904761905","321.783826389573"
"9655","10","First Nations","63.346514","-90.736827","313","2006","96.1261904761905","326.666183182815"
"9656","11","First Nations","70.483874","-68.519828","934","2006","107.005555555556","318.574313768064"
"9657","12","First Nations","64.133739","-83.166893","834","2006","96.1261904761905","324.117099749705"
"9658","14","First Nations","76.395732","-82.79391","130","2006","94.3319444444444","322.274637352191"
"9659","15","First Nations","68.772735","-81.235208","546","2006","96.1261904761905","333.089009052781"
"9660","17","First Nations","69.366849","-81.824419","1454","2006","96.1261904761905","319.314144189496"
"9661","26","First Nations","62.847419","-69.869203","455","2006","101.84880952381","320.418786719996"
"9662","28","First Nations","67.815001","-115.136162","1450","2006","94.3319444444444","317.131669979686"
"9663","33","First Nations","66.139533","-65.717481","1425","2006","107.005555555556","321.361424494707"
"9664","35","First Nations","72.700114","-77.958181","1549","2006","94.3319444444444","322.812813974531"
"9665","38","First Nations","67.545148","-64.021831","520","2006","107.005555555556","325.811947661451"
"9666","40","First Nations","62.808913","-92.087741","2266","2006","96.1261904761905","319.343372727297"
"9667","41","First Nations","66.546565","-86.188196","945","2006","96.1261904761905","323.912782071137"
"9668","46","First Nations","56.540775","-79.222418","812","2006","95.4678571428571","326.616228095428"
"9669","53","First Nations","62.242523","-92.601676","407","2006","96.1261904761905","316.012834782548"
"9670","7","First Nations","66.838889","-108.048611","0","2006","94.3319444444444","317.101313915017"
"9671","51","First Nations","67.689851","-107.954525","5","2006","94.3319444444444","327.196963703099"
"9672","23","First Nations","61.59626","-71.953886","696","2006","100.414285714286","327.378350444278"
"9673","24","First Nations","60.023415","-70.026235","549","2006","101.84880952381","248.993111799597"
"9674","29","First Nations","58.102996","-68.418839","2375","2006","101.84880952381","254.531738229245"
"9675","30","First Nations","55.27457","-77.763784","657","2006","95.4678571428571","359.414925362257"
"9676","37","First Nations","60.037118","-77.26923","1692","2006","95.4678571428571","240.896447966559"
"9677","39","First Nations","61.041724","-69.639923","376","2006","101.84880952381","305.936261316958"
"9678","45","First Nations","62.201285","-75.646856","1347","2006","100.414285714286","269.987086151027"
"9679","48","First Nations","58.697407","-69.937393","303","2006","101.84880952381","345.530921651834"
"9680","52","First Nations","56.551953","-76.515001","444","2006","95.4678571428571","278.531268253743"
"9681","2","First Nations","60.817681","-78.144241","615","2006","96.1261904761905","321.970470900071"
"9682","50","First Nations","70.733333","-117.75","402","2006","94.3319444444444","299.666687786781"
"9683","42","First Nations","74.697299","-94.829729","214","2006","94.3319444444444","251.849687974202"
"9684","4","First Nations","61.095587","-94.07189","2318","2006","96.1261904761905","272.268682163874"
"9685","5","First Nations","59.30574","-69.597489","195","2006","101.84880952381","241.168004812307"
"9686","13","First Nations","68.635556","-95.849722","1279","2006","94.3319444444444","244.760723457799"
"9687","22","First Nations","58.711389","-65.992778","874","2006","101.84880952381","309.530777271038"
"9688","27","First Nations","68.534722","-89.825","771","2006","94.3319444444444","334.809449065952"
"9689","47","First Nations","69.537378","-93.524968","899","2006","94.3319444444444","251.26794267419"
"9690","49","First Nations","69.445358","-133.034181","854","2006","94.3319444444444","259.729910001673"
"9691","25","First Nations","60.420298106","-64.831129","0","2006","101.84880952381","245.778051875118"
"9692","19","First Nations","68.354382","-133.690613","3463","2006","94.3319444444444","333.556248347221"
"9693","164","First Nations","48.353968","-89.262714","193","2006","96.1261904761905","242.863446690212"
"9694","66","First Nations","49.012444","-95.239622","52","2006","96.1261904761905","302.67106127691"
"9695","393","First Nations","50.434770016","-90.691783627","207","2006","96.1261904761905","397.723637823224"
"9696","250","First Nations","48.38805556","-92.07805556","377","2006","96.1261904761905","275.044946647511"
"9697","291","First Nations","47.362299405","-68.296508276","314","2006","103.169444444444","354.445353855706"
"9698","356","First Nations","49.403889","-93.893056","51","2006","96.1261904761905","301.37707474369"
"9699","585","First Nations","50.416111","-93.185","292","2006","96.1261904761905","248.178354857354"
"9700","388","First Nations","49.691111111","-94.613888889","300","2006","96.1261904761905","272.533499900064"
"9701","22","First Nations","49.121944444","-94.308055556","357","2006","96.1261904761905","314.722464439795"
"9702","21","First Nations","49.741210937","-94.426944444","489","2006","96.1261904761905","246.175976951895"
"9703","183","First Nations","49.800908","-89.105937","64","2006","96.1261904761905","343.783969729016"
"9704","558","First Nations","46.784080938","-67.695149614","199","2006","103.169444444444","249.497394402537"
"9705","104","First Nations","48.682921942","-93.413057239","217","2006","96.1261904761905","264.956315944382"
"9706","380","First Nations","49.376111111","-95.021111111","405","2006","96.1261904761905","250.342460532056"
"9707","381","First Nations","49.375","-93.988888889","346","2006","96.1261904761905","243.596827152898"
"9708","321","First Nations","48.713055556","-93.361111111","98","2006","96.1261904761905","256.463430678337"
"9709","624","First Nations","46.109192","-67.57747","554","2006","103.169444444444","265.665474270532"
"9710","136","First Nations","49.745","-93.055","428","2006","96.1261904761905","243.961060539125"
"9711","446","First Nations","48.655","-93.906944444","561","2006","96.1261904761905","274.59657156175"
"9712","249","First Nations","48.965046882","-90.647195987","429","2006","96.1261904761905","347.6561335942"
"9713","584","First Nations","50.133333","-94.95","159","2006","96.1261904761905","346.032869189241"
"9714","46","First Nations","49.053956465","-94.305554548","497","2006","96.1261904761905","246.790822528413"
"9715","207","First Nations","49.653055556","-95.098055556","438","2006","96.1261904761905","326.427447635267"
"9716","394","First Nations","49.176944444","-93.921111111","503","2006","96.1261904761905","317.229570060453"
"9717","182","First Nations","50.183055556","-94.036944444","99","2006","96.1261904761905","246.521895744337"
"9718","586","First Nations","49.605","-92.523056","462","2006","96.1261904761905","268.906908654074"
"9719","391","First Nations","49.893748992","-94.538129049","369","2006","96.1261904761905","248.366129008969"
"9720","352","First Nations","48.858888889","-93.578888889","376","2006","96.1261904761905","294.285546006779"
"9721","368","First Nations","48.73846477","-92.925954105","319","2006","96.1261904761905","250.118761135841"
"9722","227","First Nations","45.950442","-66.851933","558","2006","103.169444444444","246.727144206856"
"9723","487","First Nations","49.605561944","-95.132423611","433","2006","96.1261904761905","253.531866192717"
"9724","475","First Nations","48.718888889","-92.428055556","491","2006","96.1261904761905","306.941678519955"
"9725","252","First Nations","50.245","-92.328055556","304","2006","96.1261904761905","270.579892071307"
"9726","504","First Nations","50.187988281","-121.578063965","39","2006","104.914285714286","243.867214255114"
"9727","559","First Nations","51.920410156","-122.483764648","298","2006","104.914285714286","352.698093804245"
"9728","439","First Nations","55.16003418","-77.269897461","540","2006","95.4678571428571","296.2751990412"
"9729","220","First Nations","49.201504","-122.677245","417","2006","104.914285714286","243.428146605443"
"9730","305","First Nations","46.116621","-60.195615","82","2006","101.84880952381","399.104950019463"
"9731","631","First Nations","54.600402832","-125.066101074","202","2006","104.914285714286","277.858892917956"
"9732","634","First Nations","56.089782715","-96.108276367","55","2006","96.1261904761905","289.609506288622"
"9733","373","First Nations","55.037841797","-129.555786133","133","2006","104.914285714286","254.045888549639"
"9734","5","First Nations","43.832917","-66.084223","94","2006","103.169444444444","343.91425393321"
"9735","601","First Nations","45.967398945","-61.135483371","555","2006","101.84880952381","254.619981326883"
"9736","556","First Nations","50.531982422","-125.982666016","350","2006","104.914285714286","251.828720070275"
"9737","188","First Nations","53.973205566","-128.648071289","141","2006","104.914285714286","332.204389872754"
"9738","566","First Nations","49.041920768","-123.100158446","311","2006","104.914285714286","320.870077019604"
"9739","84","First Nations","49.378888889","-121.555","426","2006","104.914285714286","250.16642738462"
"9740","310","First Nations","48.202614179","-65.922951854","89","2006","101.84880952381","274.649006954904"
"9741","542","First Nations","49.006944444","-80.838055556","393","2006","95.4678571428571","255.336058245317"
"9742","608","First Nations","49.836111111","-119.608055556","516","2006","104.914285714286","274.094047839877"
"9743","360","First Nations","52.954223633","-123.583618164","335","2006","104.914285714286","244.166899516294"
"9744","43","First Nations","48.337688","-123.606697","224","2006","104.914285714286","242.385483365857"
"9745","441","First Nations","47.917994282","-69.50759115","29","2006","103.169444444444","244.855141898476"
"9746","106","First Nations","48.776794434","-123.708312988","391","2006","104.914285714286","243.487083361121"
"9747","149","First Nations","45.930251534","-60.6452928","364","2006","101.84880952381","241.89999813864"
"9748","545","First Nations","67.431213379","-134.875488281","84","2006","94.3319444444444","331.804069148884"
"9749","307","First Nations","54.33782959","-130.445373535","529","2006","104.914285714286","247.071254393333"
"9750","163","First Nations","55.994566263","-87.61970716","453","2006","96.1261904761905","250.265555216524"
"9751","65","First Nations","46.4525","-64.758611111","39","2006","101.84880952381","242.527708775274"
"9752","507","First Nations","49.897946","-124.607755","10","2006","104.914285714286","253.396044493082"
"9753","234","First Nations","54.491638184","-128.584106445","437","2006","104.914285714286","337.44075478843"
"9754","261","First Nations","50.29083252","-64.02130127","429","2006","101.84880952381","299.154065793953"
"9755","201","First Nations","49.265197754","-124.825500488","293","2006","104.914285714286","318.332008615422"
"9756","232","First Nations","53.824274134","-89.875387627","108","2006","96.1261904761905","249.422552210294"
"9757","79","First Nations","50.671944444","-121.935","171","2006","104.914285714286","249.528890147645"
"9758","231","First Nations","52.583055556","-128.533055556","404","2006","104.914285714286","301.175748593462"
"9759","25","First Nations","50.717834473","-121.311584473","256","2006","104.914285714286","318.373133710918"
"9760","574","First Nations","49.111327","-121.956911","394","2006","104.914285714286","337.610773898004"
"9761","445","First Nations","50.61340332","-127.573669434","405","2006","104.914285714286","247.767436913099"
"9762","350","First Nations","54.076944444","-124.601111111","409","2006","104.914285714286","269.215736382103"
"9763","498","First Nations","49.356111111","-121.606944444","524","2006","104.914285714286","356.672490694181"
"9764","336","First Nations","55.01159668","-127.322509766","172","2006","104.914285714286","344.237721287429"
"9765","165","First Nations","56.329870819","-94.663388508","37","2006","96.1261904761905","247.351367370489"
"9766","603","First Nations","52.985229492","-87.282409668","530","2006","96.1261904761905","257.88324015854"
"9767","434","First Nations","49.208055556","-121.718055556","2","2006","104.914285714286","247.853909889701"
"9768","28","First Nations","48.666992187","-74.948974609","265","2006","95.4678571428571","341.175940538695"
"9769","35","First Nations","44.549444444","-65.623611111","297","2006","103.169444444444","317.478306094615"
"9770","202","First Nations","48.800598145","-125.120666504","472","2006","104.914285714286","248.960783665806"
"9771","353","First Nations","54.431396484","-124.247497559","156","2006","104.914285714286","268.641760666441"
"9772","534","First Nations","50.68538061","-121.949795556","360","2006","104.914285714286","256.126137371216"
"9773","488","First Nations","45.095224","-63.489859","232","2006","103.754166666667","272.569990858323"
"9774","195","First Nations","49.367004395","-126.271972656","470","2006","104.914285714286","240.143118944076"
"9775","339","First Nations","50.328055556","-122.676111111","192","2006","104.914285714286","244.873108310012"
"9776","114","First Nations","51.017211914","-125.612182617","194","2006","104.914285714286","277.273490328104"
"9777","392","First Nations","46.073242187","-72.821899414","211","2006","100.414285714286","254.596147692048"
"9778","308","First Nations","47.863441","-55.755889","281","2006","107.005555555556","244.39488229161"
"9779","294","First Nations","48.614013672","-123.520202637","293","2006","104.914285714286","247.283326277542"
"9780","219","First Nations","52.291388889","-81.652222222","1","2006","95.4678571428571","247.901716433689"
"9781","23","First Nations","45.065777","-64.654284","260","2006","103.754166666667","304.673392145862"
"9782","259","First Nations","49.185","-122.076944444","345","2006","104.914285714286","243.712470193142"
"9783","12","First Nations","68.218200684","-135.006469727","361","2006","94.3319444444444","332.320163345947"
"9784","500","First Nations","53.261413574","-131.997070313","110","2006","104.914285714286","246.141432877616"
"9785","208","First Nations","57.840026855","-129.985290527","493","2006","104.914285714286","254.000292537836"
"9786","493","First Nations","51.322387695","-120.147888184","465","2006","104.914285714286","244.51783347025"
"9787","332","First Nations","51.263888889","-80.596944444","371","2006","95.4678571428571","246.406166317778"
"9788","619","First Nations","52.106201172","-121.993896484","492","2006","104.914285714286","240.351594401245"
"9789","524","First Nations","51.587219238","-122.204406738","482","2006","104.914285714286","244.407090327788"
"9790","598","First Nations","49.693649133","-75.967010579","186","2006","95.4678571428571","248.687509744743"
"9791","306","First Nations","46.932222222","-65.858055556","454","2006","103.169444444444","275.996102108753"
"9792","480","First Nations","50.289428711","-121.180480957","72","2006","104.914285714286","260.661326568928"
"9793","174","First Nations","55.258787565","-128.05881555","519","2006","104.914285714286","247.207528500566"
"9794","396","First Nations","50.448055556","-119.353055556","166","2006","104.914285714286","255.63359043708"
"9795","187","First Nations","55.255","-127.603055556","502","2006","104.914285714286","261.11408099997"
"9796","509","First Nations","49.152038574","-123.92956543","122","2006","104.914285714286","253.8883348299"
"9797","565","First Nations","48.588989258","-123.386779785","527","2006","104.914285714286","273.487551679704"
"9798","516","First Nations","49.156111111","-121.976111111","174","2006","104.914285714286","261.703544533595"
"9799","529","First Nations","49.054351","-122.195349","294","2006","104.914285714286","279.625256095613"
"9800","348","First Nations","49.225165","-123.19828","73","2006","104.914285714286","344.692926910037"
"9801","588","First Nations","48.611944444","-79.983888889","295","2006","95.4678571428571","254.832554816861"
"9802","61","First Nations","49.869812012","-121.451293945","243","2006","104.914285714286","300.522785251129"
"9803","244","First Nations","50.423888889","-125.158888889","189","2006","104.914285714286","300.752048647072"
"9804","242","First Nations","49.173888889","-122.561944444","222","2006","104.914285714286","308.401716545136"
"9805","134","First Nations","50.972595215","-126.17578125","412","2006","104.914285714286","263.731271948608"
"9806","181","First Nations","54.553608","-94.494085","247","2006","96.1261904761905","300.634509892915"
"9807","411","First Nations","45.601494964","-61.738137054","422","2006","101.84880952381","266.836439313042"
"9808","328","First Nations","50.216796875","-60.666687012","28","2006","101.84880952381","249.204548878852"
"9809","376","First Nations","50.18939209","-121.058410645","194","2006","104.914285714286","253.443512644346"
"9810","367","First Nations","50.265014648","-121.398986816","70","2006","104.914285714286","347.736426723108"
"9811","203","First Nations","46.689166667","-64.791111111","145","2006","101.84880952381","273.308443268957"
"9812","329","First Nations","48.559020996","-72.243896484","445","2006","100.414285714286","354.278046022679"
"9813","296","First Nations","54.838964685","-94.062978315","526","2006","96.1261904761905","329.627939769739"
"9814","216","First Nations","50.111816406","-121.561584473","200","2006","104.914285714286","243.427418817255"
"9815","175","First Nations","53.424194336","-129.25378418","486","2006","104.914285714286","243.036243140781"
"9816","604","First Nations","54.987691","-85.44424","425","2006","96.1261904761905","259.352827629442"
"9817","343","First Nations","55.913055556","-61.127222222","538","2006","101.84880952381","244.448111689886"
"9818","630","First Nations","49.562305403","-121.422702513","111","2006","104.914285714286","315.433471093192"
"9819","555","First Nations","50.917602539","-127.914672852","455","2006","104.914285714286","294.551056109921"
"9820","576","First Nations","48.939025879","-125.526000977","446","2006","104.914285714286","243.965759181071"
"9821","155","First Nations","48.531111111","-82.016944444","190","2006","95.3464285714286","250.693752120342"
"9822","204","First Nations","50.229744618","-66.388732617","367","2006","101.84880952381","276.724240665948"
"9823","59","First Nations","50.836242676","-121.376098633","539","2006","104.914285714286","268.327769648141"
"9824","253","First Nations","54.238611111","-125.7625","219","2006","104.914285714286","256.173027813845"
"9825","553","First Nations","52.020812988","-123.181884766","103","2006","104.914285714286","269.238683737256"
"9826","235","First Nations","54.527038574","-128.670898438","481","2006","104.914285714286","243.657251640737"
"9827","515","First Nations","49.31661099","-123.088666829","355","2006","104.914285714286","344.257908053231"
"9828","127","First Nations","48.810424805","-124.671386719","498","2006","104.914285714286","303.554764923803"
"9829","372","First Nations","55.192993164","-129.221984863","348","2006","104.914285714286","243.812750484988"
"9830","72","First Nations","51.778808594","-120.979614258","431","2006","104.914285714286","263.827660834019"
"9831","527","First Nations","49.01361084","-123.786499023","48","2006","104.914285714286","307.633849979527"
"9832","495","First Nations","50.137023926","-121.571899414","288","2006","104.914285714286","296.315515419768"
"9833","568","First Nations","49.265808105","-124.84777832","27","2006","104.914285714286","278.887449996352"
"9834","323","First Nations","45.40802002","-73.674987793","14","2006","100.414285714286","294.641437670911"
"9835","189","First Nations","48.876587363","-123.692826085","185","2006","104.914285714286","253.279811812948"
"9836","205","First Nations","48.333435059","-69.399963379","460","2006","103.169444444444","320.600448929324"
"9837","410","First Nations","48.578796387","-124.40826416","268","2006","104.914285714286","247.04372383564"
"9838","513","First Nations","50.550667597","-119.133367891","528","2006","104.914285714286","279.89552539998"
"9839","461","First Nations","49.991111111","-122.456944444","323","2006","104.914285714286","247.601027952107"
"9840","425","First Nations","49.29747","-121.656732","98","2006","104.914285714286","343.092413590121"
"9841","477","First Nations","49.014174","-122.777581","536","2006","104.914285714286","244.52606844362"
"9842","472","First Nations","49.245","-121.995","230","2006","104.914285714286","254.828298658982"
"9843","62","First Nations","50.813888889","-122.083055556","377","2006","104.914285714286","383.926070529582"
"9844","173","First Nations","55.255","-127.671111111","210","2006","104.914285714286","350.997101483816"
"9845","577","First Nations","52.475402832","-125.300598145","8","2006","104.914285714286","268.154378885778"
"9846","349","First Nations","50.528055556","-122.483888889","309","2006","104.914285714286","246.262078626651"
"9847","184","First Nations","50.733215332","-127.498596191","545","2006","104.914285714286","251.1452500182"
"9848","264","First Nations","52.955200195","-122.450500488","121","2006","104.914285714286","255.412658367285"
"9849","423","First Nations","49.468055556","-119.673055556","9","2006","104.914285714286","245.587982771089"
"9850","538","First Nations","55.483032227","-125.968566895","487","2006","104.914285714286","335.124497053183"
"9851","263","First Nations","53.090820312","-124.488098145","207","2006","104.914285714286","243.244803612264"
"9852","398","First Nations","54.038635254","-132.180175781","281","2006","104.914285714286","250.484513470924"
"9853","541","First Nations","56.245317478","-96.095435139","324","2006","96.1261904761905","305.36394799844"
"9854","611","First Nations","50.986816406","-120.24786377","97","2006","104.914285714286","246.031431096714"
"9855","158","First Nations","45.892211914","-64.495483398","61","2006","101.84880952381","334.362446750477"
"9856","143","First Nations","46.585833","-64.985833","296","2006","101.84880952381","248.71383735537"
"9857","440","First Nations","46.328595491","-72.41895858","300","2006","100.414285714286","345.077604522484"
"9858","193","First Nations","52.166944444","-128.146944444","213","2006","104.914285714286","253.155930798956"
"9859","587","First Nations","46.082100621","-60.91523223","513","2006","101.84880952381","253.941586893992"
"9860","87","First Nations","54.005615234","-125.712585449","313","2006","104.914285714286","243.719148701346"
"9861","582","First Nations","49.355041504","-120.078308105","533","2006","104.914285714286","243.425865655357"
"9862","142","First Nations","49.873840332","-126.976196289","380","2006","104.914285714286","251.893115369682"
"9863","481","First Nations","55.858398437","-92.096069336","100","2006","96.1261904761905","351.762239084888"
"9864","176","First Nations","55.096944444","-127.828888889","559","2006","104.914285714286","248.414975927042"
"9865","107","First Nations","53.789166667","-78.930555556","366","2006","95.4678571428571","255.167071236954"
"9866","99","First Nations","48.598888889","-78.121111111","5","2006","95.4678571428571","247.072725118253"
"9867","473","First Nations","49.273055556","-121.721111421","542","2006","104.914285714286","253.91705796398"
"9868","288","First Nations","49.04119873","-123.636779785","182","2006","104.914285714286","295.454847657204"
"9869","408","First Nations","51.681944444","-127.213888889","272","2006","104.914285714286","243.216000705337"
"9870","569","First Nations","48.66583252","-123.450866699","143","2006","104.914285714286","241.081311980365"
"9871","406","First Nations","45.851388889","-66.463611111","452","2006","103.169444444444","244.082541797766"
"9872","180","First Nations","45.0425","-64.236944","315","2006","103.754166666667","342.240763727357"
"9873","512","First Nations","49.082514978","-121.968964671","333","2006","104.914285714286","326.678828698814"
"9874","499","First Nations","50.841186523","-120.948791504","408","2006","104.914285714286","348.653601164288"
"9875","177","First Nations","55.096178378","-128.075998026","66","2006","104.914285714286","287.64060503388"
"9876","361","First Nations","53.992867019","-125.848692261","86","2006","104.914285714286","247.76188778854"
"9877","510","First Nations","52.262207031","-122.093383789","360","2006","104.914285714286","327.513916908214"
"9878","609","First Nations","54.331420898","-125.893493652","220","2006","104.914285714286","270.537580338953"
"9879","11","First Nations","49.150411515","-121.986881612","362","2006","104.914285714286","341.094389419754"
"9880","595","First Nations","56.06842041","-95.596496582","275","2006","96.1261904761905","316.113718693674"
"9881","147","First Nations","47.205678093","-65.117289232","141","2006","101.84880952381","244.161064636637"
"9882","511","First Nations","48.449829102","-123.425476074","418","2006","104.914285714286","255.55759127374"
"9883","457","First Nations","53.938415527","-124.125305176","547","2006","104.914285714286","312.924086846811"
"9884","248","First Nations","48.875793457","-64.554870605","463","2006","101.84880952381","250.804652366124"
"9885","429","First Nations","45.669444444","-62.652777778","448","2006","101.84880952381","246.947859568459"
"9886","371","First Nations","54.996032715","-129.956970215","169","2006","104.914285714286","239.888717701379"
"9887","4","First Nations","46.359802246","-62.910766602","318","2006","101.84880952381","245.180114177278"
"9888","364","First Nations","50.783996582","-119.753967285","450","2006","104.914285714286","242.338206899424"
"9889","140","First Nations","46.987609863","-65.634216309","562","2006","103.169444444444","318.25503201512"
"9890","444","First Nations","49.396789551","-124.61529541","43","2006","104.914285714286","254.814817464317"
"9891","443","First Nations","48.950563062","-57.93777515","218","2006","107.005555555556","251.378072704789"
"9892","578","First Nations","49.443055556","-121.433055556","43","2006","104.914285714286","265.815202240669"
"9893","546","First Nations","51.481532005","-78.759963618","249","2006","95.4678571428571","397.796247483228"
"9894","131","First Nations","49.755474212","-122.164833005","270","2006","104.914285714286","243.426070434636"
"9895","16","First Nations","52.138427734","-123.959594727","457","2006","104.914285714286","349.979039524764"
"9896","44","First Nations","67.020019531","-126.070007324","197","2006","94.3319444444444","342.685737006149"
"9897","101","First Nations","49.811944444","-84.128888889","115","2006","95.3464285714286","247.554471032636"
"9898","501","First Nations","53.998413086","-125.879394531","124","2006","104.914285714286","250.935041676992"
"9899","490","First Nations","49.341846","-121.607881","151","2006","104.914285714286","249.514508706279"
"9900","8","First Nations","49.280822754","-126.057800293","183","2006","104.914285714286","247.391236268926"
"9901","185","First Nations","50.923924624","-126.820881738","342","2006","104.914285714286","251.798298379202"
"9902","535","First Nations","48.386230469","-123.695495605","235","2006","104.914285714286","247.610917100364"
"9903","484","First Nations","53.518798828","-60.146179199","93","2006","101.84880952381","338.575566898867"
"9904","629","First Nations","49.133055556","-121.938055556","458","2006","104.914285714286","244.727776232209"
"9905","75","First Nations","50.018055556","-125.293055556","18","2006","104.914285714286","275.237743405835"
"9906","409","First Nations","47.532222222","-65.669166667","274","2006","101.84880952381","312.219326819416"
"9907","523","First Nations","49.297790527","-121.910888672","16","2006","104.914285714286","277.103329999654"
"9908","31","First Nations","48.938301756","-68.638164685","340","2006","103.169444444444","278.28349965511"
"9909","405","First Nations","50.619628906","-121.319580078","451","2006","104.914285714286","296.341235976573"
"9910","138","First Nations","52.234169403","-78.518392033","505","2006","95.4678571428571","256.162504396262"
"9911","7","First Nations","50.819030762","-119.734008789","496","2006","104.914285714286","243.587064911516"
"9912","635","First Nations","51.931030273","-123.145080566","378","2006","104.914285714286","346.807641206999"
"9913","491","First Nations","49.171111111","-121.998888889","343","2006","104.914285714286","277.040561393607"
"9914","415","First Nations","48.622802734","-123.457885742","344","2006","104.914285714286","244.674738245299"
"9915","407","First Nations","49.18515918","-119.532774034","407","2006","104.914285714286","249.411587172995"
"9916","110","First Nations","53.000164385","-78.811970518","102","2006","95.4678571428571","248.846757009565"
"9917","289","First Nations","50.25604248","-121.591064453","168","2006","104.914285714286","244.068123170892"
"9918","383","First Nations","49.989624023","-126.941711426","107","2006","104.914285714286","252.368288815957"
"9919","60","First Nations","49.961791992","-121.483398438","269","2006","104.914285714286","249.107026532835"
"9920","551","First Nations","50.681030273","-120.297668457","55","2006","104.914285714286","354.931915009773"
"9921","258","First Nations","46.600664","-63.855921","542","2006","101.84880952381","251.70448020644"
"9922","301","First Nations","49.106944444","-122.348055556","242","2006","104.914285714286","301.903531980477"
"9923","422","First Nations","48.971618652","-123.655395508","540","2006","104.914285714286","304.888674242716"
"9924","85","First Nations","49.18974","-121.784241","403","2006","104.914285714286","247.86970896436"
"9925","600","First Nations","53.445083861","-89.141571647","474","2006","96.1261904761905","293.758212223446"
"9926","141","First Nations","48.036621094","-66.375793457","469","2006","103.169444444444","239.813993626834"
"9927","298","First Nations","51.656944444","-85.918055556","481","2006","96.1261904761905","255.185176311503"
"9928","327","First Nations","51.220031738","-58.649963379","320","2006","107.005555555556","244.156712472861"
"9929","236","First Nations","50.12805556","-124.9361111","339","2006","104.914285714286","275.372834049211"
"9930","267","First Nations","48.012521","-66.697698","336","2006","103.169444444444","250.01708266488"
